1677740792741.jpg,down,1405.2417,1131.5177,-719.426,1436.9191,1060.5864,-589.35846,1470.4353,1065.45,-590.09906,1504.4014,1069.4937,-590.8376,1339.4584,1053.2023,-665.4993,1297.279,1050.9125,-665.94824,1255.0682,1049.2234,-666.131,1499.504,1145.7242,-70.172585,1161.2584,1118.3926,-386.65247,1436.381,1259.7805,-537.3054,1306.9335,1250.3027,-627.80774,1635.1595,1605.0258,245.83015,891.45825,1595.2255,-224.7804,1957.4814,2196.2441,-66.60544,836.6078,2251.5637,-184.74786,1708.6244,1726.4233,-609.1347,1290.6534,1805.3295,250.31029,1620.483,1622.1709,-665.5576,1458.6777,1745.0352,365.46228,1616.7683,1489.804,-517.9827,1412.9819,1586.2529,410.95148,1597.5518,1554.0404,-562.74603,1383.6251,1631.2933,303.71478,1476.9705,2481.528,125.19147,1022.329,2508.565,-126.42847,1860.3126,2717.2693,-808.041,706.2857,2776.1895,-1644.2394,1701.0336,3229.251,89.44868,910.09375,3316.6848,-407.1198,1574.4331,3326.861,160.60277,1006.7714,3406.042,-295.17056,1993.8834,3546.89,-200.53822,741.63525,3635.7732,-734.19855
1677740792750.jpg,down,1530.447,912.0915,-656.3097,1555.0239,840.7371,-508.1178,1588.3585,845.35443,-508.88422,1622.286,849.0846,-509.97653,1454.4597,835.44836,-597.2304,1410.2244,834.4587,-597.5656,1365.9932,834.23553,-597.903,1612.8021,929.32007,81.436775,1262.8723,911.09766,-295.2954,1562.4324,1047.4203,-451.0096,1429.401,1040.1832,-558.95874,1785.0752,1431.4358,351.10666,973.3485,1414.8698,-166.45082,2187.8328,2023.6089,15.326798,961.10443,2103.5676,-115.967545,1907.3916,1543.0604,-554.0563,1464.9454,1629.3538,386.2625,1812.0934,1438.2769,-616.9614,1649.9248,1573.654,510.59018,1795.0822,1302.3945,-466.71576,1603.598,1402.3129,540.15857,1778.0787,1373.3933,-507.86502,1567.6262,1452.4182,443.08948,1610.67,2441.5586,142.30327,1105.2623,2465.59,-143.1499,2066.2808,2579.877,-948.0898,797.7451,2565.495,-1897.13,1835.3986,3089.4663,212.99529,992.77435,3236.182,-601.1335,1696.7175,3185.7883,320.92493,1086.1721,3342.0623,-480.91394,2143.9766,3413.8027,59.93006,849.779,3601.4236,-972.3772
1677740792759.jpg,down,1362.5338,1005.4512,-704.10425,1435.895,926.3576,-608.7613,1477.5453,926.7837,-608.5877,1519.633,926.68726,-608.7891,1331.6187,934.2735,-577.6467,1295.8148,938.3302,-577.98303,1260.068,943.2745,-578.3908,1613.5199,1010.0852,-197.1802,1266.1306,1026.5402,-46.30394,1463.039,1137.6132,-568.7615,1325.2224,1144.2184,-521.8565,1868.162,1538.5458,-19.71312,1094.7218,1505.6499,71.32641,1992.0548,2214.3315,-223.13498,727.04144,2123.8433,-248.90884,1483.1471,1718.3281,-505.0727,1088.8832,1661.6187,-639.7518,1329.0094,1621.8491,-523.52203,1213.3497,1577.5009,-641.6561,1369.1873,1489.456,-447.00748,1208.7692,1451.4385,-527.3454,1402.4478,1549.047,-459.4905,1204.6448,1518.6101,-581.5089,1740.4012,2469.2466,-25.69682,1264.4761,2445.8413,25.328241,1958.9774,2559.879,-1532.1274,756.54443,2410.064,-1211.1066,1846.2906,3112.5044,-441.5547,1124.8741,3033.719,-246.64796,1791.7496,3207.1533,-331.70163,1274.6626,3120.843,-152.95078,1982.5011,3423.612,-648.6283,917.48096,3435.8774,-380.69153
1677740792770.jpg,down,1306.9735,1105.9181,-760.9852,1333.5168,1037.7351,-632.8134,1363.8298,1041.9243,-633.2854,1394.7122,1045.3306,-633.9307,1243.1655,1031.7451,-710.70874,1203.6763,1029.7394,-711.1996,1164.1442,1028.2767,-711.57434,1384.3485,1110.2681,-106.99024,1071.9246,1087.2046,-436.59973,1333.6799,1222.5367,-575.259,1214.2251,1214.4475,-669.78125,1521.4194,1533.28,180.89592,808.367,1538.8274,-287.3924,1848.9628,2101.374,-147.09398,737.2408,2179.9111,-351.35165,1545.197,1663.2534,-637.931,1192.6028,1767.4813,120.342445,1431.881,1573.8617,-675.3532,1358.325,1710.4885,242.04591,1431.7731,1440.5106,-519.8131,1313.2029,1560.4799,324.74323,1424.8721,1500.5944,-576.3012,1282.7935,1604.3496,194.33362,1396.7753,2394.1106,143.47952,954.13513,2435.53,-144.42667,1797.6783,2685.9216,-782.8846,728.7346,2774.8113,-1662.2079,1653.0896,3119.3218,243.0699,966.8746,3274.6187,-395.37637,1545.5822,3193.5984,327.50327,1049.4758,3340.8965,-284.42538,1907.0878,3419.419,-8.752236,886.54895,3593.1448,-754.06757
1677740792782.jpg,down,1632.0825,1133.0568,-682.7424,1669.6823,1067.9824,-553.2363,1700.9395,1076.8062,-553.78577,1732.734,1084.9061,-554.7774,1577.2213,1048.7998,-626.96893,1537.1967,1041.5375,-627.6151,1497.058,1034.8164,-627.9411,1719.7651,1155.5024,-30.923447,1399.4308,1089.1189,-340.2922,1649.1505,1259.2441,-500.81442,1525.4231,1234.1248,-589.66284,1815.1215,1616.0206,244.82216,1087.6085,1528.7224,-216.25117,2153.7737,2173.6624,-30.87152,1028.1488,2176.0906,-290.37756,1912.4021,1696.5012,-403.78113,1529.5293,1778.9857,20.050013,1819.433,1596.5583,-432.3199,1704.1083,1733.0199,117.34878,1813.2203,1471.1462,-271.7176,1674.1622,1573.6826,161.39743,1797.7915,1532.1146,-348.40256,1636.7778,1619.1804,69.95942,1582.2235,2486.0708,133.38963,1127.4651,2475.4788,-134.69687,1975.1976,2768.5984,-639.87354,896.48114,2747.861,-1494.4744,1786.9336,3218.5386,258.01,1086.7094,3320.5874,-480.22095,1666.7103,3283.1667,335.06348,1156.894,3396.6497,-386.64304,2024.9684,3553.4456,44.53804,1001.77325,3646.5974,-849.8919
1677740792796.jpg,down,1451.2076,1051.1821,-1820.8134,1462.8278,985.5409,-1646.3693,1488.8608,992.9138,-1646.5394,1515.5334,999.81354,-1646.8225,1378.8727,970.5119,-1768.8378,1339.0481,964.47864,-1768.8751,1299.1378,959.184,-1768.9027,1470.616,1061.6445,-860.2028,1177.9497,1008.963,-1384.7275,1456.0549,1164.5273,-1544.3743,1337.14,1142.4717,-1688.2406,1544.4454,1502.6722,-462.30392,831.91315,1490.9227,-1301.5624,1902.467,2013.7634,-1206.571,891.0545,2244.8308,-1580.7529,1857.0742,1654.5154,-2489.682,1441.5228,1821.1105,-1574.0515,1870.3359,1569.332,-2691.79,1627.7007,1757.1547,-1615.6135,1815.0992,1469.181,-2575.5608,1582.6879,1591.7904,-1560.5575,1774.3544,1518.5662,-2484.4023,1537.8315,1635.4531,-1528.2231,1242.9377,2343.165,251.1809,802.8576,2366.487,-252.16844,1740.864,2575.196,-854.8346,836.4526,2491.5752,-2456.1462,1443.4524,2954.9392,770.1305,828.6669,3285.9915,-1078.2776,1335.0092,2984.9248,917.5482,815.20514,3371.209,-957.7345,1576.8231,3279.8853,601.00757,900.1977,3667.8652,-1704.6565
1677740792809.jpg,down,1589.3517,1162.829,-1785.4075,1577.3506,1106.077,-1599.6652,1596.2946,1112.9913,-1599.9609,1616.0074,1119.6498,-1600.4933,1504.1918,1093.6698,-1752.1377,1467.3699,1089.7979,-1752.0386,1430.6737,1086.5505,-1752.5248,1547.1273,1179.5731,-809.89777,1299.4237,1135.3151,-1479.2157,1578.8176,1270.9741,-1505.6754,1482.3207,1254.1368,-1693.202,1576.4447,1617.11,-383.58115,953.58844,1603.291,-1504.2904,1841.4224,2130.0408,-1306.9487,1084.3129,2299.2808,-1936.4124,1934.5315,1803.0844,-2783.0273,1610.9795,1893.9991,-2137.0308,1997.6434,1708.3506,-2975.873,1779.8337,1823.8566,-2249.552,1942.709,1625.587,-2875.268,1739.0123,1684.1184,-2178.2913,1881.1632,1678.4315,-2788.6016,1691.5969,1732.0929,-2094.9128,1222.8741,2426.9146,379.4281,811.0024,2476.9785,-380.02713,1718.7214,2638.9097,-169.26768,1100.9131,2755.3813,-2437.8289,1461.1046,3163.3313,1124.892,904.8331,3467.9216,-1291.3464,1322.6,3243.4521,1239.4667,817.55914,3555.8416,-1203.22,1690.9747,3451.265,974.72986,1067.8966,3771.9897,-1917.4452
1677740792823.jpg,down,1813.1696,1216.7808,-1565.5903,1789.261,1160.7192,-1379.6788,1804.4958,1166.9115,-1379.998,1820.558,1172.94,-1380.2992,1722.9647,1149.7714,-1551.6946,1688.4683,1146.6215,-1551.817,1654.0359,1144.1151,-1552.2758,1740.6505,1228.859,-609.66077,1520.0642,1190.2438,-1351.6804,1796.8417,1319.2197,-1291.5135,1712.2919,1305.7225,-1501.1648,1741.1991,1635.3882,-127.11326,1207.9034,1653.0806,-1454.0476,2035.809,2140.1526,-912.59595,1464.9371,2367.82,-1574.5527,2154.762,1828.0399,-2297.5369,1909.316,1934.1863,-1191.3478,2236.3208,1737.1699,-2485.8462,2047.8135,1835.5513,-1252.1544,2163.4517,1660.9772,-2411.4246,1985.4031,1731.2787,-1211.5155,2100.8154,1717.0305,-2318.6711,1941.2845,1782.65,-1152.3162,1350.0936,2470.2832,441.03616,976.49054,2555.8762,-440.97443,1941.9884,2589.4756,32.14198,1373.2991,2857.7507,-2450.086,1652.228,3153.607,1276.1865,1145.9546,3590.5542,-1385.9532,1502.3961,3247.9968,1395.2255,1053.8759,3685.7764,-1299.8425,1906.7738,3440.826,1281.7366,1301.2063,3879.3765,-1933.3102
1677740792839.jpg,down,1634.0347,1044.4045,-749.6988,1601.5758,974.0623,-659.39935,1603.4312,976.7457,-659.37103,1606.0186,979.8187,-659.9789,1573.8312,970.1259,-824.86884,1551.508,966.8089,-825.3356,1529.4438,964.40936,-825.7851,1498.5052,1015.595,-229.7453,1394.2096,992.0747,-946.06494,1584.417,1127.6556,-583.4341,1542.8247,1120.7996,-787.8894,1307.4866,1386.6074,178.34697,1146.074,1416.5022,-1110.9489,1672.8512,1753.6042,-183.36932,1563.7576,1943.2725,-1000.4765,1824.893,1447.9081,-938.50635,1852.6561,1492.3828,-262.87686,1879.3456,1356.8488,-996.31555,1962.4534,1388.0488,-270.9846,1822.9849,1290.0823,-970.4994,1872.6569,1313.9961,-304.45596,1789.6986,1343.935,-966.2824,1810.5916,1349.786,-251.56383,821.2114,2248.736,457.5888,677.24023,2338.1787,-454.35162,1595.7958,2238.5996,941.49097,1456.564,2536.325,-823.1681,1280.0792,2818.4365,1455.8164,1043.0776,3162.8157,-302.81003,1138.4414,2892.621,1520.1078,871.8897,3215.0876,-227.50615,1479.7881,2999.0417,1794.356,1306.9662,3419.652,-112.77663
1677740792849.jpg,down,1708.06,1253.3396,-550.1271,1696.7283,1172.1135,-489.6191,1691.3237,1169.225,-489.61453,1686.3124,1166.4692,-490.52164,1684.6293,1176.7384,-635.9508,1669.3684,1173.2611,-636.4261,1653.8617,1170.4265,-636.6473,1576.6278,1177.4781,-131.60234,1532.9266,1177.7986,-788.51544,1639.5729,1323.9479,-398.0961,1620.5891,1323.9,-584.69446,1224.4332,1442.0203,478.77975,1296.9167,1607.7339,-1046.4044,1620.1464,1891.0153,1071.0137,1731.8884,2115.6548,-846.22034,1849.656,1647.5818,1657.2225,1907.2802,1674.284,-88.74714,1936.672,1563.0095,1743.0399,1999.9286,1570.4677,-224.32103,1878.3878,1532.1832,1791.8939,1917.0369,1500.8207,-343.27118,1831.3651,1583.8796,1667.9393,1848.6028,1545.0625,-123.66154,670.35394,2386.9292,495.8893,653.4524,2538.1003,-494.3009,1472.3488,2424.0686,1133.4858,1499.5328,2729.9548,-436.20328,1177.8501,3138.9404,2050.8264,1193.1912,3423.555,371.00467,1044.7509,3232.553,2160.4333,1057.8259,3492.8333,480.8488,1372.5002,3377.7886,2419.6897,1440.7661,3676.2205,672.7982
